Title,Chapter,Verse,English Translation
Ksetra-Ksetrajna-Vibhaga Yoga,Chapter 13,Verse 13.9,"Indifference to the sense-objects (such as sound, touch, etc.);absence of egoism (e.g. I am superior to all); reflection on the evil in birth, death, old age, sickness and pain."
Ksetra-Ksetrajna-Vibhaga Yoga,Chapter 13,Verse 13.10,"Non-attachment, non-identification of self with son, wife, house, and the rest, and constant even-mindedness on the occurrence of the desirable and undesirable."
Ksetra-Ksetrajna-Vibhaga Yoga,Chapter 13,Verse 13.11,"Unflinching devotion to Me by the Yoga of non-separation, resort to solitary places, distaste for the society of worldly-minded people."
Ksetra-Ksetrajna-Vibhaga Yoga,Chapter 13,Verse 13.12,"Constant awareness of the Self (self-knowledge),perception of the end of true knowledge ? that is declared to be the true knowledge, and what is opposed to it is ignorance."
Ksetra-Ksetrajna-Vibhaga Yoga,Chapter 13,Verse 13.13,"I shall now state that which has to be known, knowing which one attains to immortality; the Supreme Brahman is beginningless and he is called neither ?Sat? (being) nor ?Asat? (non-being)."
Ksetra-Ksetrajna-Vibhaga Yoga,Chapter 13,Verse 13.14,"With hands and feet everywhere, with eyes, heads and mouths everywhere, with ears everywhere, He (the knower of the field) exists enveloping all."
Ksetra-Ksetrajna-Vibhaga Yoga,Chapter 13,Verse 13.15,"Shining by the functions of all the senses (see previous verses for the names of the senses), yet without the senses (i.e. organs), unattached, yet supporting all. devoid of Gunas (qualities), yet He experiences them."
Ksetra-Ksetrajna-Vibhaga Yoga,Chapter 13,Verse 13.16,"He is outside and inside all beings; the unmoving and also the moving ; because of His subtlety (like ether), he is unknowable. He is far and near."
Ksetra-Ksetrajna-Vibhaga Yoga,Chapter 13,Verse 13.17,"He is undivided and yet he appears to be divided in beings. He supports, swallows up and also creates all beings."
Ksetra-Ksetrajna-Vibhaga Yoga,Chapter 13,Verse 13.18,"He is light of all lights and is said to be beyond darkness. He is Knowledge, the Knowable (that which has to be known) and the goal of Knowledge, and He is seated in the hearts of all."
Ksetra-Ksetrajna-Vibhaga Yoga,Chapter 13,Verse 13.19,"Thus the field, knowledge and the knowable have been briefly stated (by Me). My devotee, on knowing this, becomes one with Me."
Ksetra-Ksetrajna-Vibhaga Yoga,Chapter 13,Verse 13.20,"You must know that nature and spirit are both without being, and know also that all modifications and qualities are born of nature."
Ksetra-Ksetrajna-Vibhaga Yoga,Chapter 13,Verse 13.21,"Both the effect and the cause are generated from nature, and the spirit (soul) is the cause in the experience of pain and pleasure."
Ksetra-Ksetrajna-Vibhaga Yoga,Chapter 13,Verse 13.22,The spirit (soul) residing in nature experiences the qualities born of nature; this attachment to the qualities is the cause of his birth in pure (good) and impure (evil) wombs.
Ksetra-Ksetrajna-Vibhaga Yoga,Chapter 13,Verse 13.23,"The Supreme Soul in this body is also called the spectator, the permitter, the supporter, the enjoyer, the Great Lord and the Supreme Self (Parmatma)."
Ksetra-Ksetrajna-Vibhaga Yoga,Chapter 13,Verse 13.24,"He who thus knows the Soul and Nature with the qualities, he is never born again regardless of the conditions he lives in."
Ksetra-Ksetrajna-Vibhaga Yoga,Chapter 13,Verse 13.25,"Some by Yoga of meditation, behold the Self (supreme) in the self (intellect) by the self (purified mind); others by the Yoga of knowledge, and yet others by the Yoga of action."
Ksetra-Ksetrajna-Vibhaga Yoga,Chapter 13,Verse 13.26,"Those who may not know Me by other means, if worshipping Me as they have heard from others, they too go beyond death by their devotion to what they have heard."
Ksetra-Ksetrajna-Vibhaga Yoga,Chapter 13,Verse 13.27,"Whatever is born, unmoving or moving, O Arjuna, know it to be from the union of the field and its knower.
"
Ksetra-Ksetrajna-Vibhaga Yoga,Chapter 13,Verse 13.28,"He who beholds the imperishable Supreme Lord, existing equally in all perishable beings, realizes the truth."
Ksetra-Ksetrajna-Vibhaga Yoga,Chapter 13,Verse 13.29,"Because he who sees the same Lord existing everywhere does not destroy the Self by the self (intellect); therefore, he goes to the highest goal (is released from the round of birth and death)."
Ksetra-Ksetrajna-Vibhaga Yoga,Chapter 13,Verse 13.30,"He is the real seer (or sage) who sees that all actions are performed by nature alone, and that the Self (Atman) is actionless."
Ksetra-Ksetrajna-Vibhaga Yoga,Chapter 13,Verse 13.31,"When a man realizes that the whole variety of beings are residing in the One, and are an evolution from that One alone, then he becomes Brahman (united with the Supreme)."
Ksetra-Ksetrajna-Vibhaga Yoga,Chapter 13,Verse 13.32,"The Supreme Self without beginning, without qualities, imperishable, though dwelling in the body, O Arjuna, neither acts nor is attached to any action."
Ksetra-Ksetrajna-Vibhaga Yoga,Chapter 13,Verse 13.33,"As the all pervading ether (sky) is not affected, by reasons of subtlety, so the Self (soul) seated in the body is not affected."
Ksetra-Ksetrajna-Vibhaga Yoga,Chapter 13,Verse 13.34,"Just as the one sun illuminates the whole world, so also the Lord of the field (Supreme Self) illuminates the whole field, O Arjuna."
Ksetra-Ksetrajna-Vibhaga Yoga,Chapter 13,Verse 13.35,"They who know through the eye of intuition, this distinction between the field and its knower and also perceive the liberation from the Nature of being, go to the Supreme."
Gunatraya-Vibhaga Yoga,Chapter 14,Verse 14.1,"The blessed Lord spoke: Now Arjuna, I shall expose to you the most supreme and highest of all the wisdom in this universe by which all the great sages in this universe have achieved the highest perfection."
Gunatraya-Vibhaga Yoga,Chapter 14,Verse 14.2,"By fully learning, understanding and practising this wisdom, these sages have become a part of Me. As a result, they are not born at the time of creation nor do they pass away at the time of destruction of the universe."
Gunatraya-Vibhaga Yoga,Chapter 14,Verse 14.3,"O Arjuna, you must realize that it is from Me that all creation steam. The great Brahma, The Lord of all creation acts as My womb when I plant the seed of creation from which all beings evolve."
Gunatraya-Vibhaga Yoga,Chapter 14,Verse 14.4,"The blessed Lord said:Dear Arjuna, know that whenever and wherever a being is born, I am his parents, that is, both his mother and father, who gave him life in this world."
Gunatraya-Vibhaga Yoga,Chapter 14,Verse 14.5,"Arjuna, that NATURE is made of three parts, namely: SATTVA (the light representing goodness); RAJAS (fire representing passion), and TAMAS (darkness representing evil). These bind down and limit the human mortal bodies from reaching true perfection and achieving the state of infinite Spirit and immortality."
Gunatraya-Vibhaga Yoga,Chapter 14,Verse 14.6,"Arjuna, understand these three natural elements: SATTVA, because it represents light and purity is a sign of good health, but binds the various beings in this world to worldly material happiness. This attachment also leads to lower knowledge, my friend."
Gunatraya-Vibhaga Yoga,Chapter 14,Verse 14.7,"RAJAS, dear Arjuna, is that natural element representing passion which leads to material and worldly attachment. Rajas is known to bind the Soul of mortal men to action."
Gunatraya-Vibhaga Yoga,Chapter 14,Verse 14.8,"But you should also know O Arjuna, that darkness and evil born out of the TAMAS GUNA, exists mainly because of the ignorance of man in this world. TAMAS creates laziness and dullness. One loses the value of time and no longer desires to work or to take part in constuctive action."
Gunatraya-Vibhaga Yoga,Chapter 14,Verse 14.9,"In reality O son of Kunti, SATTVA (or Goodness) binds one to happiness; RAJAS leads to attachment to action; and TAMAS (evil) leads one to be lazy, dull, unproductive and cause negligence due to one?s ignorance."
Gunatraya-Vibhaga Yoga,Chapter 14,Verse 14.10,"At times O Arjuna, the first element of nature, SATTVA, rules over the other two GUNAS (powers of nature) known as RAJAS and TAMAS. However, at times the RAJAS part of human nature takes over and rules the SATTVA and TAMAS elements and similarly the TAMAS mode of nature may overpower the SATTVA and RAJAS modes of nature."
Gunatraya-Vibhaga Yoga,Chapter 14,Verse 14.11,"When the light of true knowledge and wisdom sorrounds and comes forth from one?s body, it is a sign that the SATTVA state of nature has occupied the body and taken over the person?s body, evidenced by his good actions (therefore he is known as a SATTVIC person)."
Gunatraya-Vibhaga Yoga,Chapter 14,Verse 14.12,"When the RAJAS GUNA has taken over a being, then it can be seen through a person?s excessive greed, lust, unrest, activity and other similar action (therefore the person is known to be RAJAS)."
Gunatraya-Vibhaga Yoga,Chapter 14,Verse 14.13,"Dullness, inactivity, laziness, negligence, ignorance, and sheer delusion about the world are all signs that the TAMAS elements have taken control of the person?s actions, behaviour, and thinking."
Gunatraya-Vibhaga Yoga,Chapter 14,Verse 14.14,"If a being is SATTVIC at the time that his soul departs from his body, his soul goes to the purest regions of the universe where truth and goodness prevail. He is therefore reborn at these same, pure regions of the earth O Arjuna."
Gunatraya-Vibhaga Yoga,Chapter 14,Verse 14.15,"Should a person be in the RAJAS state at the time of death, he is reborn in the places of the world where he is restless and constantly active. Similarly if a person is TAMASIC at the time of his death, he is reborn into a family of irrational behaviour, laziness and dullness."
Gunatraya-Vibhaga Yoga,Chapter 14,Verse 14.16,"The purity of SATTVA is characterized by the rewards that come out of good actions. However, the fruits of work that is done in the RAJAS state brings nothing but pain to a person; and work that is done in the TAMAS state, bears fruits of dullness and ignorance."
Gunatraya-Vibhaga Yoga,Chapter 14,Verse 14.17,"From the SATTVIC state of human nature one receives wisdom, from the RAJAS state arises greed, and form TAMAS evolves dullness and ignorance."
Gunatraya-Vibhaga Yoga,Chapter 14,Verse 14.18,"Those who are in the SATTVA state always follow the highest path or level of wisdom and intelligence; those who are in the RAJAS state always follow the middle level of intelligence and wisdom; and those who are under the influence of TAMAS from of human nature, always stoop to the lowest level of wisdom and knowledge and continually sink downwards along this path of ignorance."
Gunatraya-Vibhaga Yoga,Chapter 14,Verse 14.19,"When a true wiseman and seer fully understands that these three parts of nature are virtually the three main stages of life in this vast universe, he begins to also realize that which lies beyond these three conditions of nature, that is Myself. Thus once this is realized by any being they become an eternal part of Me the SUPREME LORD."
