,Title,Chapter,Verse,English Translation,a1,a2,a3,a4,a5
499,Ksetra-Ksetrajna-Vibhaga Yoga,13,12,"Constant awareness of the Self (self-knowledge),perception of the end of true knowledge ? that is declared to be the true knowledge, and what is opposed to it is ignorance.",841.4578,838.761,1058.7302,0.0,0.0
500,Ksetra-Ksetrajna-Vibhaga Yoga,13,13,"I shall now state that which has to be known, knowing which one attains to immortality; the Supreme Brahman is beginningless and he is called neither ?Sat? (being) nor ?Asat? (non-being).",548.9677,418.4023,410.88177,0.0,0.0
501,Ksetra-Ksetrajna-Vibhaga Yoga,13,14,"With hands and feet everywhere, with eyes, heads and mouths everywhere, with ears everywhere, He (the knower of the field) exists enveloping all.",0.0,946.82245,975.1421,1320.5719,0.0
502,Ksetra-Ksetrajna-Vibhaga Yoga,13,15,"Shining by the functions of all the senses (see previous verses for the names of the senses), yet without the senses (i.e. organs), unattached, yet supporting all. devoid of Gunas (qualities), yet He experiences them.",0.0,749.1648,678.94116,2089.421,0.0
503,Ksetra-Ksetrajna-Vibhaga Yoga,13,16,"He is outside and inside all beings; the unmoving and also the moving ; because of His subtlety (like ether), he is unknowable. He is far and near.",0.0,989.4905,1192.0138,1110.5176,0.0
504,Ksetra-Ksetrajna-Vibhaga Yoga,13,17,"He is undivided and yet he appears to be divided in beings. He supports, swallows up and also creates all beings.",2032.4375,1700.829,1184.5858,0.0,0.0
505,Ksetra-Ksetrajna-Vibhaga Yoga,13,18,"He is light of all lights and is said to be beyond darkness. He is Knowledge, the Knowable (that which has to be known) and the goal of Knowledge, and He is seated in the hearts of all.",40.7063,1013.21704,1603.3058,360.9557,0.0
506,Ksetra-Ksetrajna-Vibhaga Yoga,13,19,"Thus the field, knowledge and the knowable have been briefly stated (by Me). My devotee, on knowing this, becomes one with Me.",0.0,533.9272,486.66342,1426.2665,0.0
507,Ksetra-Ksetrajna-Vibhaga Yoga,13,20,"You must know that nature and spirit are both without being, and know also that all modifications and qualities are born of nature.",1532.7474,1268.0472,920.91815,0.0,0.0
508,Ksetra-Ksetrajna-Vibhaga Yoga,13,21,"Both the effect and the cause are generated from nature, and the spirit (soul) is the cause in the experience of pain and pleasure.",0.0,1333.1765,1324.2056,2257.3574,0.0
509,Ksetra-Ksetrajna-Vibhaga Yoga,13,22,The spirit (soul) residing in nature experiences the qualities born of nature; this attachment to the qualities is the cause of his birth in pure (good) and impure (evil) wombs.,0.0,828.98364,742.158,2702.067,0.0
510,Ksetra-Ksetrajna-Vibhaga Yoga,13,23,"The Supreme Soul in this body is also called the spectator, the permitter, the supporter, the enjoyer, the Great Lord and the Supreme Self (Parmatma).",0.0,916.8186,862.9466,2199.0933,0.0
511,Ksetra-Ksetrajna-Vibhaga Yoga,13,24,"He who thus knows the Soul and Nature with the qualities, he is never born again regardless of the conditions he lives in.",364.33478,1068.7178,1474.0052,30.239239,0.0
512,Ksetra-Ksetrajna-Vibhaga Yoga,13,25,"Some by Yoga of meditation, behold the Self (supreme) in the self (intellect) by the self (purified mind); others by the Yoga of knowledge, and yet others by the Yoga of action.",0.0,1047.1588,821.3615,3392.3877,0.0
513,Ksetra-Ksetrajna-Vibhaga Yoga,13,26,"Those who may not know Me by other means, if worshipping Me as they have heard from others, they too go beyond death by their devotion to what they have heard.",1827.7808,1525.1675,939.2714,0.0,0.0
514,Ksetra-Ksetrajna-Vibhaga Yoga,13,27,"Whatever is born, unmoving or moving, O Arjuna, know it to be from the union of the field and its knower.
",1059.4722,865.04803,904.62805,0.0,0.0
515,Ksetra-Ksetrajna-Vibhaga Yoga,13,28,"He who beholds the imperishable Supreme Lord, existing equally in all perishable beings, realizes the truth.",1093.5151,922.6543,872.0486,0.0,0.0
516,Ksetra-Ksetrajna-Vibhaga Yoga,13,29,"Because he who sees the same Lord existing everywhere does not destroy the Self by the self (intellect); therefore, he goes to the highest goal (is released from the round of birth and death).",0.0,862.44147,816.64087,1697.0837,0.0
517,Ksetra-Ksetrajna-Vibhaga Yoga,13,30,"He is the real seer (or sage) who sees that all actions are performed by nature alone, and that the Self (Atman) is actionless.",0.0,492.98453,427.86923,1567.1919,0.0
518,Ksetra-Ksetrajna-Vibhaga Yoga,13,31,"When a man realizes that the whole variety of beings are residing in the One, and are an evolution from that One alone, then he becomes Brahman (united with the Supreme).",0.0,1147.4553,1341.7201,1371.9192,0.0
519,Ksetra-Ksetrajna-Vibhaga Yoga,13,32,"The Supreme Self without beginning, without qualities, imperishable, though dwelling in the body, O Arjuna, neither acts nor is attached to any action.",105.80903,695.0096,1139.5693,192.4382,0.0
520,Ksetra-Ksetrajna-Vibhaga Yoga,13,33,"As the all pervading ether (sky) is not affected, by reasons of subtlety, so the Self (soul) seated in the body is not affected.",0.0,658.1479,611.66895,1879.0454,0.0
521,Ksetra-Ksetrajna-Vibhaga Yoga,13,34,"Just as the one sun illuminates the whole world, so also the Lord of the field (Supreme Self) illuminates the whole field, O Arjuna.",0.0,907.89935,923.85895,1644.9529,0.0
522,Ksetra-Ksetrajna-Vibhaga Yoga,13,35,"They who know through the eye of intuition, this distinction between the field and its knower and also perceive the liberation from the Nature of being, go to the Supreme.",0.0,1149.4465,1765.8115,668.2764,0.0
523,Gunatraya-Vibhaga Yoga,14,1,"The blessed Lord spoke: Now Arjuna, I shall expose to you the most supreme and highest of all the wisdom in this universe by which all the great sages in this universe have achieved the highest perfection.",958.4593,913.6436,990.55475,0.0,0.0
524,Gunatraya-Vibhaga Yoga,14,2,"By fully learning, understanding and practising this wisdom, these sages have become a part of Me. As a result, they are not born at the time of creation nor do they pass away at the time of destruction of the universe.",425.73853,896.3286,1322.1511,0.0,0.0
525,Gunatraya-Vibhaga Yoga,14,3,"O Arjuna, you must realize that it is from Me that all creation steam. The great Brahma, The Lord of all creation acts as My womb when I plant the seed of creation from which all beings evolve.",1028.1108,827.38367,714.1819,0.0,0.0
526,Gunatraya-Vibhaga Yoga,14,4,"The blessed Lord said:Dear Arjuna, know that whenever and wherever a being is born, I am his parents, that is, both his mother and father, who gave him life in this world.",1234.2506,1032.8125,660.5045,0.0,0.0
527,Gunatraya-Vibhaga Yoga,14,5,"Arjuna, that NATURE is made of three parts, namely: SATTVA (the light representing goodness); RAJAS (fire representing passion), and TAMAS (darkness representing evil). These bind down and limit the human mortal bodies from reaching true perfection and achieving the state of infinite Spirit and immortality.",0.0,641.0918,575.91425,2083.9946,0.0
528,Gunatraya-Vibhaga Yoga,14,6,"Arjuna, understand these three natural elements: SATTVA, because it represents light and purity is a sign of good health, but binds the various beings in this world to worldly material happiness. This attachment also leads to lower knowledge, my friend.",1356.5271,1107.3468,886.352,0.0,0.0
529,Gunatraya-Vibhaga Yoga,14,7,"RAJAS, dear Arjuna, is that natural element representing passion which leads to material and worldly attachment. Rajas is known to bind the Soul of mortal men to action.",832.8743,853.7106,1057.7378,0.0,0.0
530,Gunatraya-Vibhaga Yoga,14,8,"But you should also know O Arjuna, that darkness and evil born out of the TAMAS GUNA, exists mainly because of the ignorance of man in this world. TAMAS creates laziness and dullness. One loses the value of time and no longer desires to work or to take part in constuctive action.",1151.6659,961.88556,995.3443,0.0,0.0
531,Gunatraya-Vibhaga Yoga,14,9,"In reality O son of Kunti, SATTVA (or Goodness) binds one to happiness; RAJAS leads to attachment to action; and TAMAS (evil) leads one to be lazy, dull, unproductive and cause negligence due to one?s ignorance.",0.0,703.12506,752.3479,1149.6086,0.0
532,Gunatraya-Vibhaga Yoga,14,10,"At times O Arjuna, the first element of nature, SATTVA, rules over the other two GUNAS (powers of nature) known as RAJAS and TAMAS. However, at times the RAJAS part of human nature takes over and rules the SATTVA and TAMAS elements and similarly the TAMAS mode of nature may overpower the SATTVA and RAJAS modes of nature.",0.0,1308.0608,1312.9761,2128.769,0.0
533,Gunatraya-Vibhaga Yoga,14,11,"When the light of true knowledge and wisdom sorrounds and comes forth from one?s body, it is a sign that the SATTVA state of nature has occupied the body and taken over the person?s body, evidenced by his good actions (therefore he is known as a SATTVIC person).",0.0,1074.4895,1316.5801,1190.197,0.0
534,Gunatraya-Vibhaga Yoga,14,12,"When the RAJAS GUNA has taken over a being, then it can be seen through a person?s excessive greed, lust, unrest, activity and other similar action (therefore the person is known to be RAJAS).",898.8273,718.95575,753.184,0.0,0.0
535,Gunatraya-Vibhaga Yoga,14,13,"Dullness, inactivity, laziness, negligence, ignorance, and sheer delusion about the world are all signs that the TAMAS elements have taken control of the person?s actions, behaviour, and thinking.",142.0679,790.7742,1271.2676,193.17995,0.0
536,Gunatraya-Vibhaga Yoga,14,14,"If a being is SATTVIC at the time that his soul departs from his body, his soul goes to the purest regions of the universe where truth and goodness prevail. He is therefore reborn at these same, pure regions of the earth O Arjuna.",1088.1509,990.5273,1020.61566,0.0,0.0
537,Gunatraya-Vibhaga Yoga,14,15,"Should a person be in the RAJAS state at the time of death, he is reborn in the places of the world where he is restless and constantly active. Similarly if a person is TAMASIC at the time of his death, he is reborn into a family of irrational behaviour, laziness and dullness.",404.1845,1095.3888,1590.2349,30.043327,0.0
538,Gunatraya-Vibhaga Yoga,14,16,"The purity of SATTVA is characterized by the rewards that come out of good actions. However, the fruits of work that is done in the RAJAS state brings nothing but pain to a person; and work that is done in the TAMAS state, bears fruits of dullness and ignorance.",0.0,1070.1632,1637.9662,635.69916,0.0
539,Gunatraya-Vibhaga Yoga,14,17,"From the SATTVIC state of human nature one receives wisdom, from the RAJAS state arises greed, and form TAMAS evolves dullness and ignorance.",0.0,1071.7863,1265.7638,1265.795,0.0
540,Gunatraya-Vibhaga Yoga,14,18,"Those who are in the SATTVA state always follow the highest path or level of wisdom and intelligence; those who are in the RAJAS state always follow the middle level of intelligence and wisdom; and those who are under the influence of TAMAS from of human nature, always stoop to the lowest level of wisdom and knowledge and continually sink downwards along this path of ignorance.",0.0,1210.3787,1700.0322,994.61035,0.0
541,Gunatraya-Vibhaga Yoga,14,19,"When a true wiseman and seer fully understands that these three parts of nature are virtually the three main stages of life in this vast universe, he begins to also realize that which lies beyond these three conditions of nature, that is Myself. Thus once this is realized by any being they become an eternal part of Me the SUPREME LORD.",795.6797,979.9726,1219.5149,0.0,0.0
542,Gunatraya-Vibhaga Yoga,14,20,"A person whose soul has risen above these three conditions of nature that actually lie within the mortal body, he becomes free from the cycle of birth and death as well as from sorrow and temporary happiness. He then enters into Me and thus becomes immortal.",0.0,913.59424,1373.9823,594.0753,0.0
543,Gunatraya-Vibhaga Yoga,14,21,"Arjuna then asked the Almighty Lord:How can one know if a particular being has gone beyond or has transcended the three powers of nature O Krishna? What is his way of life and how does he manage to reach beyond the SATTVA, RAJAS, and TAMAS modes of nature?",1357.0486,1126.6816,810.73175,0.0,0.0
544,Gunatraya-Vibhaga Yoga,14,22,"My dear Pandava (Arjuna), he who does not hate nor has any desire for light, (representing results which are born out of SATTVIC deeds), busy activity, and all that represents darkness whether they are near to him or far from him?",703.22406,560.63525,472.43326,0.0,0.0
545,Gunatraya-Vibhaga Yoga,14,23,The Lord further explained:?He who sits apart undisturbed and unaffected by varying conditions of the environment and observes the world around him knowing and fully understanding that it is the power of nature that acts on all beings in this world?,407.68332,987.186,1418.4237,0.0,0.0
